
client: aws-mumbai-a-1 ap-south-1
server: aws-us-california-1 us-west-1:5228
1485495209,102.59342193603516
1485495210,455.98697662353516
1485495211,226.09901428222656
1485495212,309.89551544189453
1485495213,259.40704345703125
1485495214,243.55602264404297
1485495215,224.5502471923828
1485495216,221.56429290771484
1485495217,211.0738754272461
1485495218,237.41912841796875
1485495219,226.4242172241211
1485495220,275.74920654296875
1485495221,332.43370056152344
1485495222,211.3962173461914
1485495223,188.6425018310547
1485495224,200.01697540283203
1485495225,165.10486602783203
1485495226,199.63455200195312
1485495227,202.32868194580078
1485495228,227.47802734375
1485495229,208.91571044921875
1485495230,211.44866943359375
1485495231,253.71360778808594
1485495232,307.9795837402344
1485495233,396.52538299560547
1485495234,498.90899658203125
1485495235,406.0029983520508
1485495236,365.2963638305664
1485495237,265.63072204589844
1485495238,281.1746597290039
1485495239,195.9848403930664
1485495240,280.2867889404297
1485495241,267.7440643310547
1485495242,259.2153549194336
1485495243,267.3797607421875
1485495244,283.15258026123047
1485495245,337.4566650390625
1485495246,391.6482925415039
1485495247,464.8944091796875
1485495248,524.1889953613281
1485495249,433.93421173095703
1485495250,468.83392333984375
1485495251,358.50830078125
1485495252,350.9941101074219
1485495253,291.83387756347656
1485495254,315.1998519897461
1485495255,346.13895416259766
1485495256,288.2394790649414
1485495257,339.28585052490234
1485495258,323.5950469970703
1485495259,375.5350112915039
1485495260,382.9832077026367
1485495261,440.76446533203125
1485495262,508.9273452758789
1485495263,552.5245666503906
1485495264,415.6179428100586
1485495265,490.28968811035156
1485495266,434.7658157348633
1485495267,456.08043670654297
1485495268,438.6768341064453
1485495269,446.75159454345703
1485495270,458.06884765625
1485495271,475.0051498413086
1485495272,459.564208984375
1485495273,503.09181213378906
1485495274,444.5934295654297
1485495275,598.1044769287109
1485495276,616.1775588989258
1485495277,544.8093414306641
1485495278,576.7974853515625
1485495279,505.3901672363281
1485495280,493.38340759277344
1485495281,495.05043029785156
1485495282,497.68543243408203
1485495283,471.0884094238281
1485495284,518.0196762084961
1485495285,507.1525573730469
1485495286,527.9817581176758
1485495287,536.5266799926758
1485495288,548.8986968994141
1485495289,636.3353729248047
1485495290,616.8661117553711
1485495291,651.0648727416992
1485495292,549.9076843261719
1485495293,606.654167175293
1485495294,537.6462936401367
1485495295,552.9069900512695
1485495296,540.6856536865234
1485495297,587.153434753418
1485495298,550.8022308349609
1485495299,585.6599807739258
1485495300,657.1483612060547
1485495301,569.7498321533203
1485495302,686.0466003417969
1485495303,558.7520599365234
1485495304,695.9247589111328
1485495305,598.1779098510742
1485495306,672.0943450927734
1485495307,541.1911010742188
1485495308,531.7983627319336
1485495309,592.4062728881836
1485495310,531.7916870117188
1485495311,532.8512191772461
1485495312,502.9106140136719
1485495313,611.6733551025391
1485495314,571.3634490966797
1485495315,543.4064865112305
1485495316,610.687255859375
1485495317,601.8438339233398
1485495318,660.5615615844727
1485495319,684.2460632324219
1485495320,597.9385375976562
1485495321,566.7057037353516
1485495322,578.1097412109375
1485495323,597.9299545288086
1485495324,586.8339538574219
1485495325,587.9306793212891
1485495326,567.9912567138672
1485495327,598.0558395385742
1485495328,596.3783264160156
